事故ID,事故时间,城市,所在区域,道路名称,事故类型,天气情况,道路类型,照明条件,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级,是否高峰,是否周末,月份,星期,来源
2798,2024-02-22 17:34:22,北京市,西城区,环南街,行人事故,阴,城市次干道,白天,1,0,0.6,34.0,14.1,0.3,一般,1,0,2,4,simulation
2799,2023-05-23 08:39:21,北京市,朝阳区,大新高速公路,追尾,多云,匝道,白天,1,0,18.8,65.0,10.0,3.5,一般,1,0,5,2,simulation
2800,2023-05-08 07:16:14,北京市,西城区,环环快速路,追尾,阴,城市主干道,白天,0,0,13.4,60.0,13.5,4.6,轻微,1,0,5,1,simulation
2801,2025-03-07 18:27:45,北京市,西城区,东北路,单车事故,小雨,支路,黄昏,0,0,13.9,66.0,6.2,0.6,轻微,1,0,3,5,simulation
2802,2025-03-02 19:45:20,北京市,海淀区,南大高速公路,多车连环,晴,城市主干道,黄昏,0,0,20.7,70.0,9.5,1.2,轻微,1,1,3,7,simulation
2803,2023-06-16 09:04:37,北京市,昌平区,南新环路,刮擦,多云,城市主干道,白天,0,0,23.5,53.0,14.0,0.9,轻微,1,0,6,5,simulation
2804,2025-01-27 08:20:10,北京市,大兴区,大北大道,行人事故,雪,支路,白天,0,0,-7.1,83.0,1.6,1.6,轻微,1,0,1,1,simulation
2805,2023-10-12 14:18:52,北京市,朝阳区,东新大道,翻车,晴,支路,白天,1,0,21.9,50.0,18.7,0.9,一般,0,0,10,4,simulation
2806,2023-09-11 08:51:00,北京市,石景山区,东新路,刮擦,小雨,城市主干道,白天,0,0,8.7,48.0,5.0,3.5,轻微,1,0,9,1,simulation
2807,2024-01-26 20:24:01,北京市,石景山区,南环环路,侧面碰撞,晴,高速公路,夜间无照明,0,0,4.1,67.0,12.7,1.6,轻微,0,0,1,5,simulation
2808,2023-09-19 07:42:00,北京市,海淀区,新环街,刮擦,晴,高速公路,白天,0,0,16.9,57.0,17.0,1.8,轻微,1,0,9,2,simulation
2809,2024-01-04 17:18:41,北京市,朝阳区,西东环路,侧面碰撞,晴,支路,白天,0,0,0.5,66.0,18.2,0.2,轻微,1,0,1,4,simulation
2810,2025-05-12 02:07:11,北京市,朝阳区,南新大道,侧面碰撞,晴,匝道,夜间有照明,0,0,18.5,47.0,13.2,1.6,轻微,0,0,5,1,simulation
2811,2025-01-25 09:05:14,北京市,朝阳区,环北环路,单车事故,雾,城市主干道,白天,3,0,1.5,91.0,3.0,3.7,一般,1,1,1,6,simulation
2812,2024-03-11 22:06:40,北京市,丰台区,新西街,刮擦,阴,匝道,夜间无照明,2,0,19.2,42.0,17.5,0.7,一般,0,0,3,1,simulation
2813,2025-09-10 07:56:40,北京市,通州区,西东街,追尾,多云,支路,白天,2,0,21.4,44.0,16.1,0.1,一般,1,0,9,3,simulation
2814,2025-10-17 11:47:57,北京市,海淀区,新南大道,刮擦,多云,支路,白天,0,0,22.0,57.0,9.5,1.6,轻微,0,0,10,5,simulation
2815,2024-04-26 16:07:42,北京市,丰台区,北新快速路,单车事故,晴,城市主干道,白天,1,0,19.0,60.0,17.7,1.6,一般,0,0,4,5,simulation
2816,2024-03-05 18:17:41,北京市,海淀区,环东环路,侧面碰撞,多云,高速公路,黄昏,1,0,9.0,56.0,10.0,5.3,一般,1,0,3,2,simulation
2817,2023-12-26 19:43:08,北京市,朝阳区,北南大道,追尾,雾,城市次干道,黄昏,0,0,1.4,89.0,1.3,7.8,轻微,1,0,12,2,simulation
2818,2025-08-16 21:35:13,北京市,海淀区,中南环路,单车事故,阴,匝道,夜间有照明,1,0,24.4,48.0,17.3,1.5,一般,0,1,8,6,simulation
2819,2023-12-16 08:25:25,北京市,丰台区,大南快速路,侧面碰撞,晴,城市次干道,白天,1,0,-1.2,48.0,9.8,2.5,一般,1,1,12,6,simulation
2820,2023-09-25 17:00:27,北京市,海淀区,西南高速公路,刮擦,晴,高速公路,白天,4,0,17.4,42.0,14.1,1.7,严重,1,0,9,1,simulation
2821,2025-06-20 10:04:11,北京市,顺义区,南环高速公路,侧面碰撞,晴,城市主干道,白天,0,0,28.2,64.0,18.1,2.4,轻微,0,0,6,5,simulation
2822,2024-04-28 09:13:38,北京市,朝阳区,新南快速路,追尾,多云,匝道,白天,3,0,11.1,56.0,19.9,2.4,一般,1,1,4,7,simulation
2823,2024-11-15 09:01:41,北京市,东城区,南环大道,追尾,小雨,匝道,白天,1,0,22.6,55.0,7.0,8.4,一般,1,0,11,5,simulation
2824,2023-02-27 19:15:31,北京市,石景山区,南南路,刮擦,晴,城市主干道,黄昏,1,0,5.7,31.0,9.9,0.3,一般,1,0,2,1,simulation
2825,2024-10-31 09:59:09,北京市,朝阳区,新西高速公路,追尾,小雨,高速公路,白天,1,0,2.9,42.0,6.9,0.4,轻微,1,0,10,4,simulation
2826,2023-02-22 17:47:46,北京市,海淀区,北环路,刮擦,阴,高速公路,白天,1,0,4.3,48.0,8.9,4.5,一般,1,0,2,3,simulation
2827,2024-09-05 17:39:03,北京市,大兴区,大东街,刮擦,阴,城市次干道,白天,0,0,14.2,31.0,19.2,1.9,轻微,1,0,9,4,simulation
2828,2024-08-29 12:49:17,北京市,石景山区,中环街,刮擦,大雨,支路,白天,1,0,28.9,50.0,0.8,1.2,轻微,0,0,8,4,simulation
2829,2023-08-12 09:07:06,北京市,昌平区,新北高速公路,刮擦,雷阵雨,城市次干道,白天,0,0,23.9,50.0,3.9,6.3,轻微,1,1,8,6,simulation
2830,2023-12-14 17:40:36,北京市,西城区,东南快速路,单车事故,雾,高速公路,白天,0,0,3.5,86.0,1.5,4.5,轻微,1,0,12,4,simulation
2831,2025-04-18 22:40:44,北京市,海淀区,北北大道,追尾,多云,支路,夜间无照明,1,0,18.1,58.0,12.4,0.6,一般,0,0,4,5,simulation
2832,2024-12-12 18:43:54,北京市,海淀区,东新路,单车事故,阴,匝道,黄昏,1,0,3.6,56.0,9.7,0.0,轻微,1,0,12,4,simulation
2833,2023-06-14 18:56:32,北京市,朝阳区,北东高速公路,行人事故,雷阵雨,高速公路,黄昏,1,0,24.6,58.0,7.9,1.8,一般,1,0,6,3,simulation
2834,2024-03-01 09:23:08,北京市,石景山区,新南高速公路,侧面碰撞,晴,高速公路,白天,2,0,24.7,52.0,11.6,4.5,一般,1,0,3,5,simulation
2835,2023-01-06 19:08:03,北京市,顺义区,环南高速公路,多车连环,雾,匝道,黄昏,2,0,8.5,83.0,1.7,6.6,一般,1,0,1,5,simulation
2836,2025-11-16 07:34:13,北京市,顺义区,东西高速公路,追尾,多云,城市主干道,白天,0,0,26.8,36.0,15.7,1.2,轻微,1,1,11,7,simulation
2837,2023-09-06 23:35:22,北京市,石景山区,新大街,行人事故,多云,城市主干道,夜间有照明,0,0,17.2,32.0,9.9,3.8,轻微,0,0,9,3,simulation
2838,2025-02-23 00:11:47,北京市,昌平区,南西大道,多车连环,多云,高速公路,夜间有照明,1,0,-7.7,37.0,14.5,0.0,严重,0,1,2,7,simulation
2839,2025-09-07 19:59:03,北京市,朝阳区,西大大道,侧面碰撞,晴,支路,黄昏,1,0,21.5,45.0,12.8,5.0,一般,1,1,9,7,simulation
2840,2024-12-13 19:39:35,北京市,顺义区,北西大道,单车事故,雪,匝道,黄昏,0,0,1.0,78.0,1.8,4.8,轻微,1,0,12,5,simulation
2841,2025-02-18 07:27:43,北京市,朝阳区,环西路,单车事故,晴,高速公路,白天,1,0,-0.2,61.0,13.2,1.9,一般,1,0,2,2,simulation
2842,2024-08-14 08:25:31,北京市,通州区,东大街,追尾,晴,高速公路,白天,4,0,21.7,37.0,9.9,1.5,严重,1,0,8,3,simulation
2843,2023-05-25 18:04:31,北京市,丰台区,大东大道,刮擦,晴,匝道,黄昏,3,0,18.8,38.0,10.1,0.8,一般,1,0,5,4,simulation
2844,2025-08-28 18:22:23,北京市,海淀区,大新快速路,刮擦,多云,城市次干道,黄昏,3,0,22.1,30.0,14.7,5.5,一般,1,0,8,4,simulation
2845,2024-02-07 09:05:51,北京市,丰台区,北东街,追尾,雪,高速公路,白天,0,0,3.9,72.0,1.6,6.5,轻微,1,0,2,3,simulation
2846,2025-03-02 10:52:13,北京市,通州区,新中路,刮擦,小雨,匝道,白天,1,0,11.4,30.0,6.6,10.0,一般,0,1,3,7,simulation
2847,2025-01-27 09:22:46,北京市,石景山区,中北高速公路,追尾,晴,城市次干道,白天,0,0,-5.7,46.0,15.3,1.2,轻微,1,0,1,1,simulation
2848,2024-04-05 20:18:41,北京市,丰台区,东北大道,刮擦,晴,匝道,夜间无照明,1,0,7.2,62.0,14.7,0.7,一般,0,0,4,5,simulation
2849,2023-10-16 09:11:31,北京市,大兴区,新中环路,行人事故,多云,高速公路,白天,0,0,16.0,48.0,19.7,7.4,轻微,1,0,10,1,simulation
2850,2023-03-30 09:38:38,北京市,昌平区,东南街,单车事故,多云,城市次干道,白天,0,0,17.6,60.0,13.7,0.9,轻微,1,0,3,4,simulation
2851,2025-11-23 19:09:01,北京市,石景山区,新中大道,单车事故,晴,支路,黄昏,3,0,9.6,41.0,15.4,3.7,一般,1,1,11,7,simulation
2852,2025-01-11 21:41:58,北京市,昌平区,东东高速公路,刮擦,阴,高速公路,夜间无照明,2,0,4.5,58.0,15.3,6.3,一般,0,1,1,6,simulation
2853,2024-10-16 19:52:18,北京市,顺义区,环环快速路,行人事故,多云,支路,黄昏,0,0,14.8,51.0,12.2,1.4,轻微,1,0,10,3,simulation
2854,2025-07-15 17:06:52,北京市,大兴区,北大街,单车事故,阴,匝道,白天,0,0,26.2,55.0,10.1,1.3,轻微,1,0,7,2,simulation
2855,2025-11-24 09:07:00,北京市,海淀区,东新高速公路,刮擦,多云,城市主干道,白天,0,0,12.6,48.0,9.9,0.5,轻微,1,0,11,1,simulation
2856,2025-09-19 17:34:23,北京市,大兴区,北西环路,侧面碰撞,晴,匝道,白天,0,0,16.8,64.0,15.8,0.3,轻微,1,0,9,5,simulation
2857,2024-04-14 22:28:20,北京市,顺义区,东中环路,行人事故,晴,城市主干道,夜间有照明,0,0,9.0,57.0,8.6,0.9,轻微,0,1,4,7,simulation
2858,2023-11-05 12:42:02,北京市,东城区,新东环路,行人事故,多云,城市主干道,白天,1,0,13.9,51.0,11.4,7.0,轻微,0,1,11,7,simulation
2859,2024-10-18 19:56:35,北京市,丰台区,大东快速路,行人事故,多云,城市次干道,黄昏,1,0,10.9,69.0,14.8,0.1,一般,1,0,10,5,simulation
2860,2024-05-24 17:55:49,北京市,通州区,南大快速路,侧面碰撞,晴,城市主干道,白天,3,0,21.0,33.0,12.1,10.0,一般,1,0,5,5,simulation
2861,2023-01-12 18:41:38,北京市,朝阳区,中环大道,多车连环,多云,匝道,黄昏,3,0,-4.7,35.0,8.3,1.7,一般,1,0,1,4,simulation
2862,2023-02-15 17:46:27,北京市,西城区,中中高速公路,多车连环,晴,城市次干道,白天,0,0,0.1,63.0,16.2,5.7,轻微,1,0,2,3,simulation
2863,2023-04-02 18:31:49,北京市,通州区,新大路,侧面碰撞,小雨,高速公路,黄昏,1,0,18.0,34.0,6.1,0.1,一般,1,1,4,7,simulation
2864,2025-06-17 07:39:34,北京市,石景山区,环西路,翻车,晴,城市主干道,白天,0,0,30.6,39.0,14.6,2.4,轻微,1,0,6,2,simulation
2865,2024-11-21 07:03:21,北京市,朝阳区,西东街,追尾,多云,城市次干道,白天,0,0,16.0,42.0,13.7,0.3,轻微,1,0,11,4,simulation
2866,2025-08-22 18:55:00,北京市,石景山区,中西环路,行人事故,晴,匝道,黄昏,0,0,28.4,58.0,8.1,5.2,轻微,1,0,8,5,simulation
2867,2023-10-01 10:52:00,北京市,石景山区,北北高速公路,追尾,晴,城市次干道,白天,1,0,18.7,50.0,8.0,0.1,严重,0,1,10,7,simulation
2868,2025-11-28 23:56:18,北京市,石景山区,南大环路,追尾,晴,匝道,夜间有照明,3,0,9.7,30.0,18.8,2.6,一般,0,0,11,5,simulation
2869,2023-04-29 18:10:56,北京市,通州区,南环高速公路,追尾,晴,城市次干道,黄昏,1,0,16.9,62.0,11.6,3.5,轻微,1,1,4,6,simulation
2870,2024-02-10 19:22:06,北京市,西城区,东大大道,刮擦,晴,城市主干道,黄昏,4,1,3.3,50.0,15.5,4.2,严重,1,1,2,6,simulation
2871,2025-03-02 19:48:48,北京市,顺义区,北西大道,行人事故,晴,城市主干道,黄昏,2,0,21.8,67.0,16.7,2.5,严重,1,1,3,7,simulation
2872,2024-03-30 08:13:46,北京市,顺义区,东东快速路,翻车,多云,城市主干道,白天,4,0,20.2,68.0,17.7,1.1,严重,1,1,3,6,simulation
2873,2025-08-13 08:36:45,北京市,大兴区,南北街,追尾,雷阵雨,城市次干道,白天,1,0,29.0,42.0,5.6,4.4,一般,1,0,8,3,simulation
2874,2025-08-08 07:38:43,北京市,西城区,东大街,单车事故,晴,支路,白天,1,0,25.9,58.0,18.3,2.4,轻微,1,0,8,5,simulation
2875,2023-03-20 17:18:24,北京市,石景山区,南中环路,追尾,阴,高速公路,白天,2,0,20.3,62.0,20.0,0.2,一般,1,0,3,1,simulation
2876,2025-04-12 19:10:40,北京市,东城区,南环快速路,追尾,多云,城市次干道,黄昏,0,0,16.0,49.0,17.5,1.0,轻微,1,1,4,6,simulation
2877,2025-01-16 23:32:24,北京市,西城区,环环路,侧面碰撞,多云,支路,夜间无照明,1,0,8.2,68.0,18.7,0.0,一般,0,0,1,4,simulation
2878,2025-08-29 07:20:03,北京市,朝阳区,西南大道,刮擦,多云,高速公路,白天,3,0,28.7,60.0,11.9,6.7,一般,1,0,8,5,simulation
2879,2025-05-18 19:24:33,北京市,通州区,西西环路,追尾,晴,城市次干道,黄昏,2,0,15.3,59.0,16.0,1.7,一般,1,1,5,7,simulation
2880,2025-10-17 00:32:41,北京市,西城区,北西环路,单车事故,晴,城市次干道,夜间有照明,0,0,16.1,58.0,14.8,4.2,轻微,0,0,10,5,simulation
2881,2025-03-22 19:20:23,北京市,东城区,新新街,追尾,阴,支路,黄昏,2,0,17.1,57.0,10.1,1.1,一般,1,1,3,6,simulation
2882,2024-11-14 07:04:57,北京市,顺义区,西中街,行人事故,晴,匝道,白天,3,0,20.4,59.0,10.0,1.6,一般,1,0,11,4,simulation
2883,2024-12-26 19:47:46,北京市,丰台区,东南街,追尾,多云,高速公路,黄昏,2,0,-3.3,54.0,12.0,1.5,一般,1,0,12,4,simulation
2884,2024-01-09 17:31:44,北京市,海淀区,中环路,侧面碰撞,晴,高速公路,白天,3,0,-1.3,35.0,11.5,0.5,一般,1,0,1,2,simulation
2885,2024-11-27 14:52:36,北京市,丰台区,大东路,侧面碰撞,阴,匝道,白天,1,0,8.6,68.0,18.0,9.2,轻微,0,0,11,3,simulation
2886,2023-07-01 01:21:07,北京市,顺义区,环南高速公路,刮擦,大雨,高速公路,夜间无照明,0,0,23.2,70.0,1.5,0.4,轻微,0,1,7,6,simulation
2887,2025-07-13 18:24:39,北京市,昌平区,南中高速公路,多车连环,晴,城市主干道,黄昏,3,0,28.5,67.0,12.4,4.0,一般,1,1,7,7,simulation
2888,2025-07-10 17:30:10,北京市,通州区,东东高速公路,单车事故,多云,支路,白天,0,0,27.9,60.0,11.0,1.8,轻微,1,0,7,4,simulation
2889,2023-05-18 02:51:15,北京市,东城区,东南街,追尾,小雨,城市次干道,夜间有照明,2,0,10.0,67.0,6.0,10.8,一般,0,0,5,4,simulation
2890,2024-01-24 16:39:18,北京市,丰台区,中西大道,行人事故,晴,城市主干道,白天,1,0,0.7,40.0,14.5,5.6,轻微,0,0,1,3,simulation
2891,2024-06-24 10:43:10,北京市,大兴区,西东环路,追尾,多云,城市主干道,白天,1,0,23.9,32.0,10.2,2.2,轻微,0,0,6,1,simulation
2892,2023-07-09 08:18:04,北京市,海淀区,西西环路,单车事故,雷阵雨,城市次干道,白天,1,0,35.3,54.0,3.1,2.8,一般,1,1,7,7,simulation
2893,2025-08-26 18:49:59,北京市,西城区,中新环路,侧面碰撞,多云,城市次干道,黄昏,1,0,33.9,53.0,13.7,1.2,轻微,1,0,8,2,simulation
2894,2025-08-08 07:55:04,北京市,通州区,环南高速公路,追尾,晴,高速公路,白天,2,2,32.1,42.0,11.3,6.7,严重,1,0,8,5,simulation
2895,2023-12-25 03:04:14,北京市,海淀区,新新快速路,追尾,晴,高速公路,夜间有照明,0,0,3.0,51.0,8.2,0.3,轻微,0,0,12,1,simulation
2896,2023-05-15 04:55:13,北京市,顺义区,中西街,单车事故,晴,匝道,夜间有照明,0,0,17.7,66.0,14.9,5.1,轻微,0,0,5,1,simulation
2897,2025-06-16 18:37:57,北京市,东城区,大大街,单车事故,晴,支路,黄昏,0,0,25.0,49.0,19.5,5.2,轻微,1,0,6,1,simulation
2898,2024-03-30 08:35:55,北京市,丰台区,东大高速公路,单车事故,多云,匝道,白天,2,0,12.7,33.0,18.6,1.7,一般,1,1,3,6,simulation
2899,2025-03-18 18:58:23,北京市,大兴区,新北快速路,多车连环,晴,城市次干道,黄昏,1,0,12.8,43.0,13.8,4.3,一般,1,0,3,2,simulation
2900,2025-01-08 07:17:13,北京市,石景山区,大环大道,追尾,阴,匝道,白天,3,0,-1.5,41.0,16.0,6.2,一般,1,0,1,3,simulation
2901,2023-12-18 19:58:21,北京市,海淀区,中南街,刮擦,雪,高速公路,黄昏,0,0,-8.3,80.0,0.9,0.6,轻微,1,0,12,1,simulation
2902,2024-12-07 18:13:20,北京市,大兴区,西大高速公路,单车事故,多云,匝道,黄昏,1,0,-0.1,69.0,15.6,1.1,轻微,1,1,12,6,simulation
2903,2025-01-26 08:03:49,北京市,通州区,新东大道,多车连环,晴,支路,白天,1,1,3.2,53.0,16.7,3.3,严重,1,1,1,7,simulation
2904,2023-06-16 07:54:05,北京市,西城区,北中路,侧面碰撞,晴,高速公路,白天,0,0,30.4,43.0,8.5,0.4,轻微,1,0,6,5,simulation
2905,2023-12-16 17:09:23,北京市,石景山区,南大环路,刮擦,阴,支路,白天,2,0,6.1,37.0,10.6,2.5,一般,1,1,12,6,simulation
2906,2025-11-11 19:40:43,北京市,顺义区,中东路,追尾,阴,城市次干道,黄昏,0,0,16.1,53.0,18.6,2.9,轻微,1,0,11,2,simulation
2907,2024-05-16 20:49:01,北京市,海淀区,环大快速路,翻车,多云,高速公路,夜间有照明,3,0,15.0,49.0,12.5,5.7,一般,0,0,5,4,simulation
2908,2025-01-31 12:03:19,北京市,海淀区,南大环路,翻车,阴,支路,白天,2,0,0.5,32.0,16.8,9.2,一般,0,0,1,5,simulation
2909,2025-11-26 19:28:36,北京市,昌平区,北中高速公路,行人事故,多云,城市次干道,黄昏,0,0,17.8,62.0,13.8,3.0,轻微,1,0,11,3,simulation
2910,2024-05-24 17:34:22,北京市,西城区,西中环路,刮擦,多云,匝道,白天,1,0,8.2,35.0,10.8,4.0,一般,1,0,5,5,simulation
2911,2024-08-03 19:48:47,北京市,石景山区,新中路,多车连环,雷阵雨,高速公路,黄昏,1,0,31.8,42.0,5.8,0.9,一般,1,1,8,6,simulation
2912,2024-10-12 12:51:22,北京市,西城区,新南快速路,追尾,晴,匝道,白天,0,0,15.9,33.0,9.4,8.1,轻微,0,1,10,6,simulation
2913,2024-09-20 18:42:55,北京市,石景山区,大东路,侧面碰撞,晴,支路,黄昏,1,0,21.9,64.0,11.6,3.2,严重,1,0,9,5,simulation
2914,2023-06-06 05:26:47,北京市,昌平区,南环大道,追尾,晴,支路,夜间有照明,0,0,24.5,32.0,8.2,0.4,轻微,0,0,6,2,simulation
2915,2024-03-20 04:37:15,北京市,昌平区,北中大道,刮擦,多云,城市次干道,夜间有照明,1,0,10.8,32.0,18.2,2.9,一般,0,0,3,3,simulation
2916,2025-05-22 18:26:07,北京市,昌平区,西环快速路,刮擦,多云,城市次干道,黄昏,0,0,12.7,66.0,8.4,1.5,轻微,1,0,5,4,simulation
2917,2023-12-10 18:17:09,北京市,大兴区,环中大道,追尾,雪,城市次干道,黄昏,1,0,7.4,78.0,2.5,3.8,严重,1,1,12,7,simulation
2918,2025-05-31 17:16:32,北京市,丰台区,新北路,刮擦,多云,支路,白天,2,0,19.4,46.0,15.1,8.0,一般,1,1,5,6,simulation
2919,2025-06-02 09:52:22,北京市,朝阳区,环大高速公路,行人事故,大雨,城市次干道,白天,0,0,29.7,34.0,2.6,3.7,轻微,1,0,6,1,simulation
2920,2024-04-13 17:14:58,北京市,朝阳区,大东路,刮擦,晴,城市次干道,白天,0,0,20.1,37.0,11.4,3.1,轻微,1,1,4,6,simulation
2921,2025-07-29 09:06:45,北京市,丰台区,西中快速路,行人事故,多云,支路,白天,3,1,35.5,49.0,9.3,3.3,严重,1,0,7,2,simulation
2922,2023-09-08 08:15:16,北京市,石景山区,新南快速路,多车连环,阴,高速公路,白天,2,0,15.0,50.0,17.2,0.1,一般,1,0,9,5,simulation
2923,2025-08-09 17:48:28,北京市,丰台区,南西环路,追尾,大雨,支路,白天,0,0,25.9,32.0,1.6,10.1,轻微,1,1,8,6,simulation
2924,2024-04-03 05:38:08,北京市,海淀区,北中高速公路,追尾,晴,支路,夜间有照明,3,0,26.2,58.0,17.1,1.1,一般,0,0,4,3,simulation
2925,2023-03-27 07:45:13,北京市,朝阳区,东西路,追尾,晴,支路,白天,0,0,18.9,42.0,9.1,0.3,轻微,1,0,3,1,simulation
2926,2024-04-19 17:12:24,北京市,石景山区,东北大道,追尾,晴,高速公路,白天,1,0,16.4,31.0,8.5,6.3,一般,1,0,4,5,simulation
2927,2024-08-12 09:37:53,北京市,大兴区,南环街,单车事故,多云,高速公路,白天,2,0,33.0,59.0,19.1,0.6,一般,1,0,8,1,simulation
2928,2025-08-27 17:10:25,北京市,丰台区,东东环路,侧面碰撞,阴,城市次干道,白天,3,0,31.2,45.0,11.8,1.1,一般,1,0,8,3,simulation
2929,2023-07-22 07:34:40,北京市,顺义区,西东大道,刮擦,晴,城市次干道,白天,0,0,27.9,57.0,9.4,1.2,轻微,1,1,7,6,simulation
2930,2024-04-08 12:48:18,北京市,昌平区,大大路,刮擦,多云,匝道,白天,0,0,28.1,47.0,8.5,2.5,轻微,0,0,4,1,simulation
2931,2023-02-08 07:10:58,北京市,昌平区,东东路,行人事故,晴,高速公路,白天,0,0,-3.8,49.0,9.1,0.1,轻微,1,0,2,3,simulation
2932,2024-06-23 09:04:54,北京市,西城区,大东快速路,行人事故,晴,城市次干道,白天,1,0,26.6,61.0,17.8,12.8,轻微,1,1,6,7,simulation
2933,2025-07-16 07:02:34,北京市,朝阳区,西东路,多车连环,晴,支路,白天,1,0,31.6,58.0,10.2,1.4,一般,1,0,7,3,simulation
2934,2024-01-22 11:01:35,北京市,丰台区,东北大道,单车事故,晴,高速公路,白天,0,0,6.1,42.0,8.0,1.4,轻微,0,0,1,1,simulation
2935,2025-09-12 08:21:03,北京市,丰台区,中新街,刮擦,晴,高速公路,白天,0,0,19.3,46.0,13.1,1.8,轻微,1,0,9,5,simulation
2936,2025-07-01 08:11:56,北京市,东城区,大东高速公路,刮擦,晴,城市次干道,白天,3,0,27.2,40.0,8.7,4.6,一般,1,0,7,2,simulation
2937,2024-08-10 08:05:37,北京市,石景山区,西东大道,追尾,大雨,城市次干道,白天,0,0,26.0,51.0,2.4,0.2,轻微,1,1,8,6,simulation
2938,2024-01-10 07:57:43,北京市,丰台区,南东大道,单车事故,多云,城市次干道,白天,0,0,-11.2,40.0,19.1,1.6,轻微,1,0,1,3,simulation
2939,2025-02-12 07:24:41,北京市,顺义区,中大街,侧面碰撞,雾,高速公路,白天,1,0,-6.1,91.0,1.7,1.2,一般,1,0,2,3,simulation
2940,2023-10-05 15:33:23,北京市,东城区,北环街,行人事故,多云,高速公路,白天,0,0,12.9,36.0,13.7,3.5,轻微,0,0,10,4,simulation
2941,2023-11-20 18:07:30,北京市,西城区,大中高速公路,追尾,多云,城市次干道,黄昏,0,0,18.0,60.0,12.2,2.6,轻微,1,0,11,1,simulation
2942,2024-10-26 07:54:09,北京市,顺义区,东北快速路,刮擦,晴,支路,白天,3,0,13.0,62.0,17.9,6.4,一般,1,1,10,6,simulation
2943,2025-09-14 18:54:46,北京市,顺义区,新大高速公路,侧面碰撞,晴,城市次干道,黄昏,0,0,16.9,63.0,15.0,4.3,轻微,1,1,9,7,simulation
