事故ID,事故时间,所在区域,道路类型,事故类型,天气情况,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级
5522,2024-03-07 11:14:49.343142312,海淀区,支路,多车连环,阴天,1,1,4.8,73,6.7,8.1,轻微
5523,2022-09-09 15:38:22.124420440,丰台区,高速公路,刮擦,晴天,1,1,23.2,28,4.9,17.2,轻微
5524,2025-05-11 11:33:32.655473544,丰台区,城市次干道,单车事故,雪天,1,1,15.6,87,9.3,14.9,一般
5525,2021-05-31 12:00:02.574465442,朝阳区,高速公路,侧碰,雨天,4,1,17.9,74,13.1,4.4,一般
5526,2024-07-29 11:24:45.562764264,东城区,城市次干道,刮擦,雾天,1,0,25.9,93,4.8,17.8,轻微
5527,2024-03-30 19:56:35.193727368,东城区,支路,单车事故,晴天,2,1,17.7,42,4.8,5.4,轻微
5528,2023-09-23 09:02:54.311639160,西城区,支路,单车事故,阴天,1,1,2.9,21,16.4,17.8,轻微
5529,2024-01-20 13:28:28.065014488,海淀区,支路,刮擦,晴天,3,0,38.6,81,3.6,5.9,轻微
5530,2022-12-25 01:26:05.490757072,海淀区,支路,单车事故,雪天,2,1,-5.2,56,3.6,3.3,严重
5531,2023-06-12 23:37:21.638371832,东城区,城市次干道,单车事故,雨天,2,0,-9.1,62,2.7,17.0,一般
5532,2022-04-30 16:34:57.984006392,西城区,支路,多车连环,晴天,3,1,15.9,86,8.2,0.1,轻微
5533,2021-06-09 06:15:42.268434838,东城区,高速公路,刮擦,雨天,2,0,3.8,67,5.6,18.3,轻微
5534,2024-02-10 08:50:39.838191816,石景山区,支路,多车连环,雨天,4,0,23.7,81,5.2,6.2,一般
5535,2022-03-28 06:57:45.400748072,西城区,城市主干道,追尾,雪天,1,0,15.7,64,13.7,16.4,轻微
5536,2024-12-31 10:24:16.399847976,朝阳区,支路,单车事故,阴天,0,0,7.8,28,6.8,13.4,轻微
5537,2022-11-18 00:12:21.368344832,海淀区,城市次干道,追尾,雨天,4,0,-3.6,60,9.2,0.6,轻微
5538,2025-08-15 16:02:59.712179224,石景山区,支路,刮擦,晴天,4,1,28.6,23,8.7,11.3,一般
5539,2022-05-06 17:08:14.023610352,海淀区,城市次干道,侧碰,雨天,1,1,13.2,86,10.3,13.0,轻微
5540,2022-02-21 05:55:06.624870480,石景山区,高速公路,侧碰,晴天,0,1,18.3,43,12.1,9.1,轻微
5541,2026-01-01 22:19:26.930901080,东城区,支路,追尾,阴天,0,1,1.3,33,13.5,15.5,轻微
5542,2021-02-23 13:59:17.209928987,西城区,城市主干道,多车连环,晴天,1,1,-6.3,61,11.2,12.9,一般
5543,2023-03-08 23:30:44.158623856,石景山区,城市主干道,多车连环,雾天,0,0,3.5,50,4.3,10.3,严重
5544,2022-08-08 08:18:07.002908288,丰台区,城市次干道,刮擦,晴天,1,1,0.2,59,7.8,5.7,轻微
5545,2023-08-25 21:42:00.306238616,石景山区,城市次干道,单车事故,阴天,4,0,36.8,30,5.6,5.1,轻微
5546,2024-03-05 02:18:04.842692264,丰台区,高速公路,刮擦,雾天,0,0,31.7,26,19.8,17.6,轻微
5547,2021-01-29 09:29:15.589766971,东城区,城市主干道,单车事故,晴天,4,0,30.7,67,19.0,12.0,轻微
5548,2022-03-11 07:34:54.743682360,东城区,城市主干道,侧碰,雨天,3,1,12.1,89,12.0,0.6,一般
5549,2021-02-04 18:48:10.783286323,石景山区,城市次干道,刮擦,雨天,2,0,11.5,28,7.8,5.2,一般
5550,2021-03-22 01:09:05.868794874,西城区,高速公路,追尾,晴天,0,0,33.3,48,2.1,2.4,一般
5551,2022-10-11 09:50:08.515059504,朝阳区,高速公路,追尾,雪天,4,0,1.1,26,14.0,3.5,轻微
5552,2023-07-16 18:00:13.375545544,丰台区,支路,侧碰,雾天,4,0,30.9,82,13.4,5.1,严重
5553,2022-12-26 21:14:21.260334024,西城区,城市主干道,侧碰,雪天,2,1,3.3,44,19.8,15.8,一般
5554,2023-06-26 16:09:19.910199016,海淀区,城市次干道,追尾,雾天,4,0,29.9,62,10.1,2.2,一般
5555,2023-11-05 10:49:54.473655352,丰台区,城市主干道,多车连环,晴天,0,1,-0.3,33,3.5,17.5,轻微
5556,2024-08-16 04:18:54.527660760,石景山区,城市主干道,单车事故,晴天,2,0,33.8,31,7.6,19.1,一般
5557,2023-12-18 03:51:15.481756168,东城区,城市次干道,追尾,阴天,3,1,12.9,21,13.1,18.0,轻微
5558,2021-03-24 14:28:39.946202615,东城区,支路,追尾,雪天,3,0,23.2,36,14.8,11.1,严重
5559,2022-03-03 02:27:43.780586056,石景山区,支路,单车事故,雪天,2,0,6.0,59,17.9,7.0,轻微
5560,2024-10-05 17:41:47.344942488,丰台区,城市次干道,多车连环,雾天,0,0,7.3,67,13.9,17.0,轻微
5561,2024-08-11 06:02:35.949802968,朝阳区,支路,刮擦,雪天,4,0,9.1,90,9.8,9.9,轻微
5562,2024-08-13 23:44:59.604168408,西城区,支路,追尾,阴天,4,0,38.1,60,8.5,1.0,轻微
5563,2023-08-19 21:08:44.266634664,西城区,支路,追尾,阴天,2,0,33.2,78,17.1,14.8,一般
5564,2021-10-08 02:06:42.214429436,东城区,城市次干道,单车事故,雪天,0,0,17.3,64,13.5,8.4,轻微
5565,2024-11-30 05:20:58.740082008,海淀区,城市主干道,单车事故,雪天,2,1,22.1,92,1.9,10.2,轻微
5566,2022-07-20 13:07:00.576265624,西城区,城市主干道,侧碰,阴天,1,1,-0.8,91,11.5,18.7,轻微
5567,2023-04-13 13:41:51.665374528,丰台区,城市主干道,单车事故,晴天,4,1,-2.0,47,11.5,3.2,轻微
5568,2023-04-20 03:23:36.435851576,东城区,城市次干道,追尾,晴天,4,1,3.7,93,8.1,8.5,一般
5569,2025-04-20 03:02:52.151423144,西城区,支路,侧碰,雨天,3,1,8.3,52,17.4,5.5,轻微
5570,2025-12-01 12:53:19.694177400,石景山区,城市次干道,多车连环,雪天,2,1,-9.0,80,2.0,11.7,严重
5571,2023-06-02 09:33:26.174825480,东城区,城市次干道,单车事故,雾天,2,0,29.8,24,16.9,17.3,轻微
5572,2022-03-30 07:08:50.747282720,东城区,城市主干道,侧碰,阴天,3,1,23.6,30,0.8,3.7,轻微
5573,2021-05-16 21:33:56.417849780,石景山区,支路,单车事故,雨天,3,0,-6.0,49,10.5,15.1,轻微
5574,2024-01-19 02:25:51.449352936,丰台区,城市主干道,追尾,雪天,1,1,21.2,82,7.6,17.8,一般
5575,2025-06-23 08:57:43.240532040,西城区,高速公路,单车事故,阴天,1,0,14.0,67,5.7,7.4,一般
5576,2023-05-20 14:55:35.787786776,丰台区,高速公路,追尾,雪天,3,1,17.4,92,15.4,18.4,一般
5577,2021-12-11 21:10:02.034411436,西城区,城市主干道,刮擦,雪天,0,1,32.7,55,5.3,14.4,严重
5578,2022-09-05 06:30:32.277435736,石景山区,城市次干道,刮擦,阴天,3,1,31.0,40,12.6,8.5,一般
5579,2024-06-26 06:10:22.556463640,海淀区,高速公路,单车事故,雾天,2,0,11.6,43,12.0,13.8,轻微
5580,2021-11-15 05:37:23.798587852,丰台区,城市主干道,刮擦,晴天,1,0,9.2,74,16.0,13.4,轻微
5581,2023-05-10 14:00:09.055113512,东城区,城市主干道,单车事故,阴天,4,1,28.4,45,18.0,0.3,轻微
5582,2024-07-27 15:36:29.793187320,石景山区,支路,单车事故,雪天,3,0,10.9,57,16.2,4.7,轻微
5583,2021-10-23 01:18:27.524960492,石景山区,城市主干道,侧碰,晴天,1,0,35.6,55,7.4,18.6,轻微
5584,2025-08-11 20:03:38.596067608,西城区,城市次干道,单车事故,雨天,4,0,28.4,70,9.9,17.2,轻微
5585,2021-09-03 22:58:11.323340328,东城区,高速公路,多车连环,雨天,2,1,27.2,28,13.1,12.1,轻微
5586,2023-08-28 15:24:23.960604056,丰台区,高速公路,侧碰,雾天,0,0,19.0,42,16.3,8.0,一般
5587,2023-05-05 06:58:11.323340328,丰台区,高速公路,刮擦,雾天,0,1,18.1,38,19.7,12.8,轻微
5588,2024-08-12 17:05:12.565464536,朝阳区,高速公路,多车连环,雨天,4,0,25.0,44,10.8,1.3,轻微
5589,2025-01-20 16:37:59.442152216,东城区,支路,单车事故,雪天,0,0,13.5,53,15.8,4.3,一般
5590,2022-05-26 01:27:49.181126104,丰台区,支路,刮擦,雨天,0,0,19.5,59,3.3,4.7,轻微
5591,2023-05-07 20:17:45.400748072,海淀区,支路,侧碰,晴天,0,0,8.6,59,4.3,1.3,一般
5592,2025-12-11 13:48:46.426850680,石景山区,城市主干道,追尾,雾天,3,0,8.0,28,0.8,18.3,轻微
5593,2024-02-07 01:59:47.452953288,石景山区,城市次干道,侧碰,雨天,1,1,5.7,54,8.0,13.1,轻微
5594,2021-03-21 03:14:57.984006395,东城区,城市次干道,刮擦,雾天,4,0,4.8,22,6.9,4.3,轻微
5595,2021-02-09 03:56:00.630271021,西城区,城市次干道,多车连环,阴天,1,1,-9.8,20,13.5,4.5,轻微
5596,2025-10-10 03:42:11.107318712,丰台区,城市次干道,侧碰,阴天,1,0,-2.9,63,2.9,1.8,轻微
5597,2025-01-11 00:28:11.863394328,丰台区,城市主干道,刮擦,雾天,2,1,-7.3,90,13.4,1.4,轻微
5598,2024-03-06 04:35:02.304438440,东城区,支路,多车连环,雪天,1,0,3.9,39,15.8,9.4,轻微
5599,2022-07-10 12:11:33.843592352,石景山区,城市次干道,刮擦,雪天,1,0,7.1,48,1.6,10.6,一般
5600,2022-07-30 09:39:37.731981192,西城区,城市主干道,侧碰,晴天,3,1,18.8,53,6.1,13.6,轻微
5601,2022-01-02 01:17:52.961504144,东城区,城市主干道,侧碰,晴天,1,0,23.3,21,4.5,12.5,轻微
5602,2023-09-04 18:14:37.461954184,西城区,城市主干道,侧碰,晴天,0,0,39.4,88,15.5,3.9,轻微
5603,2022-06-16 14:21:19.262134208,朝阳区,高速公路,追尾,晴天,1,0,12.4,76,17.4,5.5,轻微
5604,2025-11-10 13:08:18.344042392,朝阳区,城市次干道,多车连环,雪天,2,0,35.3,23,18.9,5.4,轻微
5605,2025-11-08 04:11:33.843592344,朝阳区,城市次干道,刮擦,晴天,3,0,8.9,37,10.6,9.5,轻微
5606,2024-12-24 11:56:52.475455544,朝阳区,高速公路,刮擦,雪天,2,1,38.4,47,5.4,18.6,一般
5607,2024-03-04 00:01:07.380946088,东城区,高速公路,侧碰,雨天,0,0,-7.3,76,19.1,16.7,轻微
5608,2022-10-06 15:56:39.514159408,石景山区,高速公路,多车连环,晴天,1,0,1.2,29,17.4,19.7,轻微
5609,2025-10-19 11:06:19.532161208,海淀区,城市次干道,侧碰,雾天,1,1,3.4,81,9.3,15.1,轻微
5610,2025-12-05 04:29:51.233331320,西城区,高速公路,单车事故,阴天,1,0,-6.5,74,6.4,11.1,轻微
5611,2021-07-14 02:55:31.467354730,丰台区,支路,单车事故,晴天,3,0,-9.6,50,7.9,6.2,一般
5612,2024-01-11 06:04:19.640172008,丰台区,城市主干道,刮擦,雾天,2,0,-2.6,64,1.4,3.1,轻微
5613,2022-06-09 11:31:05.760784072,朝阳区,城市次干道,多车连环,雪天,0,0,-5.6,50,14.1,14.9,轻微
5614,2025-08-13 07:06:15.211729176,东城区,城市次干道,多车连环,雪天,3,0,12.9,78,9.1,0.3,轻微
5615,2022-06-28 19:50:40.918299824,丰台区,城市次干道,多车连环,阴天,4,1,36.2,53,3.0,4.1,轻微
5616,2021-08-29 07:10:34.437651760,东城区,城市次干道,侧碰,晴天,4,0,-9.5,83,10.1,3.0,轻微
5617,2024-08-08 12:20:12.295437544,丰台区,城市次干道,侧碰,阴天,4,1,35.7,20,8.2,9.5,轻微
5618,2024-11-30 22:52:17.047912792,石景山区,高速公路,侧碰,雨天,3,0,-9.8,57,7.3,15.1,轻微
5619,2022-04-30 07:49:18.830091000,朝阳区,城市次干道,追尾,雪天,3,0,36.9,87,2.0,14.2,轻微
5620,2022-05-03 10:17:21.638371832,东城区,城市次干道,侧碰,雾天,2,0,17.8,67,0.9,19.5,轻微
5621,2024-04-23 00:15:31.467354728,丰台区,城市主干道,刮擦,阴天,0,0,36.5,92,19.3,6.3,一般
5622,2024-08-18 04:29:59.874195416,东城区,支路,多车连环,雾天,3,1,5.3,75,11.8,3.5,轻微
5623,2024-04-18 19:30:31.197327720,朝阳区,支路,单车事故,晴天,0,0,28.5,58,11.2,14.4,轻微
5624,2023-03-18 02:32:03.006508648,西城区,支路,刮擦,阴天,1,0,1.3,48,9.2,15.5,轻微
5625,2023-05-09 16:06:01.170325032,石景山区,支路,单车事故,晴天,0,0,35.0,30,8.3,9.1,轻微
5626,2023-07-12 17:38:02.682476248,西城区,高速公路,追尾,雪天,0,1,31.2,20,3.8,18.9,轻微
5627,2022-06-05 06:46:05.490757072,东城区,城市主干道,追尾,阴天,0,0,29.5,51,3.8,19.4,轻微
5628,2022-09-13 16:00:32.817489744,西城区,高速公路,刮擦,阴天,0,0,12.1,30,17.2,8.9,轻微
5629,2024-12-10 15:02:04.626670664,丰台区,高速公路,追尾,雾天,0,0,6.0,37,5.5,13.9,轻微
5630,2022-04-24 11:38:52.367444736,朝阳区,支路,单车事故,雾天,1,0,25.7,90,12.4,8.4,轻微
5631,2021-12-19 21:54:23.420550048,西城区,城市次干道,刮擦,晴天,4,0,26.2,63,17.1,1.1,一般
5632,2021-02-28 16:38:25.364744469,西城区,城市次干道,侧碰,雾天,3,0,1.7,37,9.3,4.0,轻微
5633,2024-01-30 10:01:05.220730072,石景山区,城市主干道,侧碰,阴天,3,1,20.6,89,12.5,12.6,轻微
5634,2021-12-30 07:35:29.307138708,石景山区,城市次干道,追尾,雨天,0,0,21.1,32,19.3,8.0,轻微
5635,2023-01-23 15:03:56.957903784,石景山区,城市主干道,侧碰,雾天,4,0,5.6,45,17.1,19.4,轻微
5636,2025-08-31 13:08:52.907498744,朝阳区,城市次干道,追尾,晴天,3,0,-3.9,91,11.2,4.0,轻微
5637,2025-05-10 13:39:24.770685064,海淀区,高速公路,侧碰,阴天,1,1,33.5,75,3.2,10.8,一般
5638,2025-09-16 19:00:25.256733656,石景山区,城市次干道,单车事故,晴天,0,1,30.2,72,16.1,6.5,轻微
5639,2021-05-24 09:09:49.073115306,石景山区,城市主干道,追尾,雨天,0,0,-7.3,40,16.9,7.4,轻微
5640,2024-08-27 20:39:47.452953288,海淀区,支路,单车事故,雾天,3,0,-9.2,59,14.9,10.0,轻微
5641,2021-01-08 14:07:03.816589653,丰台区,支路,多车连环,雾天,1,0,-3.8,67,0.4,9.4,轻微
5642,2022-03-07 07:12:44.050613056,丰台区,支路,多车连环,雾天,1,0,12.1,23,12.1,9.6,轻微
5643,2021-04-14 05:28:02.142422237,海淀区,支路,多车连环,雾天,3,0,6.0,41,19.5,19.2,轻微
5644,2024-12-16 06:49:41.512359224,丰台区,城市次干道,刮擦,雨天,3,1,3.0,41,16.1,16.8,轻微
5645,2025-12-25 23:52:03.006508632,西城区,城市主干道,单车事故,雪天,3,0,2.6,49,12.1,8.0,轻微
5646,2022-08-27 16:37:42.160424040,丰台区,支路,追尾,阴天,2,1,37.9,51,19.4,18.7,轻微
5647,2023-09-20 06:34:51.503358328,丰台区,高速公路,多车连环,雨天,3,1,39.0,39,13.3,14.2,轻微
5648,2023-11-05 02:04:15.319739976,石景山区,城市主干道,单车事故,晴天,4,0,17.0,74,5.0,17.0,轻微
5649,2025-04-14 11:15:15.265734568,丰台区,城市次干道,刮擦,雨天,1,0,17.9,41,0.9,12.5,一般
5650,2021-01-28 20:20:46.858893884,海淀区,高速公路,单车事故,雾天,1,1,4.8,26,13.6,7.8,轻微
5651,2022-12-12 11:11:04.680676064,石景山区,高速公路,侧碰,雪天,0,1,24.3,78,7.1,7.1,轻微
5652,2024-04-26 07:06:23.852593256,西城区,支路,多车连环,阴天,0,0,18.9,44,11.9,4.2,一般
5653,2023-03-21 22:31:24.122620256,东城区,城市次干道,多车连环,雪天,3,0,19.7,76,13.5,10.9,轻微
5654,2025-06-25 09:08:48.587066696,海淀区,高速公路,多车连环,雾天,3,0,4.3,37,10.9,11.2,轻微
5655,2021-01-27 09:18:10.243232317,丰台区,高速公路,追尾,阴天,3,0,25.1,24,18.5,14.0,一般
5656,2024-06-13 07:09:42.592467240,东城区,支路,刮擦,阴天,3,0,19.0,92,10.8,1.9,轻微
5657,2021-08-21 02:03:23.474555448,东城区,支路,多车连环,雪天,3,1,19.9,37,1.0,12.4,一般
5658,2024-02-12 13:24:34.761684168,石景山区,支路,刮擦,阴天,1,1,-3.2,42,3.8,12.6,一般
5659,2024-10-17 23:11:09.001108104,丰台区,高速公路,多车连环,晴天,0,1,29.8,81,14.1,3.8,一般
5660,2022-09-29 21:52:05.166724664,丰台区,城市主干道,追尾,雪天,3,0,-9.6,76,2.0,6.1,一般
5661,2022-07-30 05:16:48.155023496,丰台区,高速公路,刮擦,雨天,1,0,-4.5,45,16.4,1.1,轻微
5662,2021-12-14 23:38:04.842692264,石景山区,高速公路,追尾,雪天,0,1,0.1,26,10.0,8.9,轻微
5663,2022-11-14 21:44:18.560064000,丰台区,支路,单车事故,阴天,4,0,26.9,92,13.7,18.7,轻微
5664,2021-12-17 12:57:38.920100004,石景山区,支路,多车连环,阴天,1,0,-2.5,62,2.6,17.2,轻微
5665,2025-07-14 08:42:44.590667064,朝阳区,城市主干道,单车事故,雨天,2,1,32.0,60,13.8,15.6,轻微
5666,2022-09-11 11:26:37.893997392,西城区,城市次干道,单车事故,雪天,1,1,22.3,20,7.5,17.5,轻微
5667,2024-08-03 14:03:53.717579752,石景山区,高速公路,侧碰,雾天,4,0,29.8,89,6.4,18.5,一般
5668,2021-04-09 20:20:12.295437538,丰台区,城市主干道,单车事故,阴天,2,0,32.6,72,3.0,17.4,轻微
5669,2024-11-12 03:41:10.621270120,西城区,支路,追尾,阴天,0,0,8.8,68,12.3,8.9,轻微
5670,2022-07-31 20:42:14.347642760,东城区,支路,单车事故,阴天,1,1,2.6,86,12.5,14.4,轻微
5671,2025-01-26 17:11:15.481756168,东城区,城市主干道,侧碰,阴天,3,0,19.2,69,0.4,19.1,轻微
5672,2024-06-16 22:46:14.131621160,朝阳区,支路,单车事故,晴天,1,0,23.2,31,14.3,9.8,严重
5673,2024-02-23 03:28:30.225230520,石景山区,城市主干道,追尾,雨天,1,0,28.7,72,1.0,16.1,轻微
5674,2021-03-16 09:21:28.983106305,朝阳区,城市主干道,多车连环,雪天,3,0,13.3,54,15.4,17.6,一般
5675,2025-11-16 22:27:13.537561752,石景山区,城市主干道,侧碰,晴天,1,0,-1.8,67,19.9,17.7,轻微
5676,2023-06-25 09:29:32.871495144,海淀区,城市主干道,多车连环,雾天,0,1,5.6,30,11.4,8.2,一般
5677,2022-06-03 06:35:00.144222416,石景山区,支路,单车事故,雾天,4,1,19.2,61,19.5,8.6,轻微
5678,2023-06-18 15:24:58.524060408,丰台区,城市主干道,多车连环,雾天,4,1,13.3,46,13.9,15.4,轻微
5679,2025-11-01 05:44:09.919199928,西城区,高速公路,多车连环,雾天,3,1,4.4,68,17.4,4.0,轻微
5680,2023-04-07 13:08:35.625770568,西城区,高速公路,侧碰,晴天,4,0,-3.2,31,0.8,14.7,一般
5681,2025-03-10 01:26:57.335941592,丰台区,城市次干道,多车连环,阴天,2,0,-6.5,57,3.1,12.2,轻微
5682,2023-05-29 17:56:54.635671560,丰台区,高速公路,追尾,晴天,1,0,26.0,81,8.1,0.7,轻微
5683,2025-12-13 05:14:12.619469944,海淀区,城市次干道,刮擦,晴天,4,1,26.3,20,6.5,17.2,轻微
5684,2025-10-30 09:55:54.149622968,海淀区,城市主干道,侧碰,雾天,4,1,-3.0,72,11.9,17.0,严重
5685,2025-12-10 07:08:59.388146808,丰台区,高速公路,追尾,雪天,4,1,-1.3,83,1.7,14.1,轻微
5686,2024-02-08 21:48:03.222530248,丰台区,支路,侧碰,雨天,1,1,19.2,55,14.8,6.8,轻微
5687,2022-07-01 09:10:14.995707568,西城区,支路,多车连环,阴天,0,1,30.2,40,2.9,7.8,轻微
5688,2022-08-24 01:01:10.621270120,西城区,高速公路,侧碰,阴天,4,0,7.4,75,6.3,15.4,轻微
5689,2024-04-25 13:35:05.544762472,朝阳区,城市次干道,刮擦,雨天,2,1,17.6,68,10.0,15.3,轻微
5690,2022-02-15 22:53:08.893097304,东城区,支路,单车事故,雨天,2,1,8.9,51,19.8,9.5,轻微
5691,2023-03-12 15:07:15.697777776,东城区,高速公路,多车连环,阴天,4,1,15.4,46,18.6,9.7,轻微
5692,2022-03-04 04:44:41.242332224,丰台区,支路,刮擦,雪天,3,1,-0.6,25,13.4,5.8,一般
5693,2021-09-19 02:32:46.210829076,西城区,支路,侧碰,雾天,0,1,-5.4,69,2.5,2.8,轻微
5694,2022-04-29 09:55:10.945302528,东城区,城市主干道,侧碰,雪天,4,0,-6.1,31,11.8,7.5,轻微
5695,2025-07-18 17:50:34.437651752,朝阳区,城市次干道,追尾,雨天,1,1,14.5,51,5.8,13.7,一般
5696,2023-11-14 22:36:52.475455544,西城区,高速公路,多车连环,晴天,1,1,27.6,79,2.5,0.6,轻微
5697,2023-10-23 11:49:14.509658968,石景山区,高速公路,侧碰,雾天,1,0,36.8,47,10.1,1.9,严重
5698,2021-02-09 08:18:50.207228717,石景山区,支路,单车事故,雨天,2,1,-7.4,61,11.8,12.8,严重
5699,2022-02-11 18:08:08.623070300,石景山区,支路,单车事故,雪天,4,1,-4.0,55,17.4,1.5,一般
5700,2023-12-15 01:23:12.673475336,丰台区,城市主干道,单车事故,雨天,4,1,21.0,68,12.8,18.7,轻微
5701,2024-09-30 01:54:10.459253912,西城区,城市次干道,侧碰,雪天,4,0,0.9,24,5.5,7.6,一般
5702,2022-01-19 22:34:51.503358332,西城区,支路,追尾,雾天,0,1,20.8,64,4.9,11.3,轻微
5703,2024-03-16 09:53:18.614069400,丰台区,城市次干道,刮擦,雨天,4,1,24.0,37,3.4,19.2,轻微
5704,2025-07-12 21:40:07.975005496,海淀区,城市主干道,多车连环,雪天,2,1,27.5,77,4.1,3.9,一般
5705,2021-04-08 09:17:35.679775972,丰台区,支路,多车连环,晴天,1,1,19.0,34,3.6,3.1,一般
5706,2025-11-14 13:30:29.037111704,东城区,支路,侧碰,晴天,4,1,20.4,92,8.3,3.9,轻微
5707,2025-01-18 12:04:04.518659864,东城区,城市主干道,单车事故,雾天,2,1,14.5,57,17.2,2.6,轻微
5708,2024-02-14 17:58:29.685176504,石景山区,城市主干道,刮擦,雾天,4,1,35.0,30,4.7,10.9,轻微
5709,2021-01-17 21:31:12.241432137,丰台区,高速公路,单车事故,雾天,1,1,24.8,24,6.3,0.6,轻微
5710,2022-03-02 17:42:04.626670664,东城区,高速公路,多车连环,晴天,2,0,0.7,50,12.9,16.8,一般
5711,2024-03-31 04:42:14.347642760,朝阳区,高速公路,单车事故,阴天,4,0,1.7,24,17.8,13.9,一般
5712,2024-07-10 20:36:28.713079304,丰台区,城市次干道,多车连环,雨天,4,0,18.3,82,1.5,16.1,轻微
5713,2023-03-29 05:44:27.200928088,石景山区,城市次干道,侧碰,雪天,2,0,7.6,63,16.2,5.8,轻微
5714,2024-10-21 14:47:40.540262024,西城区,城市主干道,刮擦,雾天,3,1,29.1,40,0.7,5.9,轻微
5715,2021-06-25 07:44:25.040712066,西城区,城市主干道,刮擦,晴天,3,1,1.7,25,4.9,1.3,轻微
5716,2023-05-14 05:36:40.594267416,海淀区,城市次干道,单车事故,雨天,1,0,23.9,61,17.2,11.8,严重
5717,2023-10-18 09:10:06.354843480,海淀区,城市主干道,追尾,雨天,1,1,-2.0,91,9.0,2.1,一般
5718,2025-04-04 01:34:09.379145912,海淀区,支路,追尾,阴天,1,0,30.4,53,9.6,7.6,一般
5719,2021-03-25 16:45:37.407948789,朝阳区,支路,多车连环,雨天,1,0,39.1,60,12.2,13.9,轻微
5720,2024-04-27 18:09:00.468254824,石景山区,城市主干道,追尾,雾天,1,0,37.3,42,13.2,14.4,轻微
5721,2025-05-05 06:37:27.038911880,朝阳区,高速公路,侧碰,雾天,3,0,-1.1,62,1.9,14.4,轻微
5722,2024-02-10 13:13:29.415149512,海淀区,支路,多车连环,雪天,4,1,-6.8,77,3.9,9.8,轻微
5723,2022-10-10 16:18:50.207228720,东城区,支路,多车连环,雾天,2,1,20.5,38,16.7,0.6,一般
5724,2023-01-09 09:23:29.955203512,西城区,城市主干道,单车事故,阴天,4,0,22.5,30,13.7,17.5,轻微
5725,2024-08-12 08:19:33.411549144,朝阳区,城市次干道,多车连环,雨天,0,1,-5.2,59,6.3,13.5,轻微
